3000,-37.814563,144.970267
3001,-38.365017,144.76592
3002,-37.81664,144.987811
3003,-37.806255,144.941123
3004,-37.837324,144.976335
3005,-37.822262,144.954856
3006,-37.823258,144.965926
3008,-37.814719,144.948039
3010,-37.796152,144.961351
3011,-37.79977,144.899587
3011,-37.808769,144.895486
3011,-37.795059,144.866197
3012,-37.814624,144.847108
3012,-37.812635,144.881803
3012,-37.795059,144.866197
3012,-37.782096,144.874299
3012,-37.799065,144.857829
3012,-37.797701,144.879924
3013,-37.816178,144.889774
3013,-37.818019,144.883582
3015,-37.842477,144.883145
3015,-37.833627,144.870742
3015,-37.82967,144.885078
3016,-37.856902,144.897698
3016,-37.857681,144.887041
3018,-37.869275,144.830286
3018,-37.867992,144.843609
3019,-37.779309,144.855359
3019,-37.84536,144.894555
3019,-37.834094,145.040941
3020,-37.775954,144.819395
3020,-37.788346,144.809505
3020,-37.768904,144.830258
3020,-37.79983,144.81845
3021,-37.745934,144.770027
3021,-37.742331,144.825918
3021,-37.734277,144.780872
3021,-37.745063,144.799626
3022,-37.78292,144.801018
3022,-37.740815,144.797867
3023,-37.753381,144.752618
3023,-37.771039,144.772248
3023,-37.762076,144.754169
3023,-37.74124,144.736311
3023,-37.770312,144.77472
3023,-37.744466,144.751767
3023,-37.766501,144.738709
3024,-37.899873,144.556552
3024,-37.76516,144.609501
3024,-37.891641,144.629467
3025,-37.835657,144.85995
3025,-37.825297,144.842988
3025,-37.842879,144.850049
3026,-37.841653,144.795959
3027,-37.859941,144.760517
3028,-37.871632,144.778084
3028,-37.866939,144.761748
3028,-37.877626,144.75777
3029,-37.882636,144.700297
3029,-37.823738,144.692893
3029,-37.825004,144.748931
3030,-37.969994,144.582987
3030,-37.797549,144.771097
3030,-37.914616,144.751038
3030,-37.838725,144.554915
3030,-37.903337,144.657731
3030,-37.903337,144.657731
3031,-37.788375,144.931472
3031,-37.794333,144.929217
3032,-37.77583,144.923377
3032,-37.773272,144.888794
3032,-37.772229,144.886116
3032,-37.777773,144.929915
3033,-37.736264,144.796336
3034,-37.742284,144.81515
3036,-37.718965,144.834166
3036,-37.704771,144.814229
3037,-37.715579,144.780474
3037,-37.691437,144.74002
3037,-37.70004,144.764617
3037,-37.710381,144.766791
3038,-37.725726,144.811346
3038,-37.695768,144.797032
3038,-37.698758,144.78766
3038,-37.698952,144.777576
3039,-37.765707,144.919163
3040,-37.75669,144.896259
3040,-37.754973,144.917407
3040,-37.753802,144.888271
3041,-37.744374,144.909853
3041,-37.735876,144.919176
3041,-37.716678,144.897568
3042,-37.711698,144.887037
3042,-37.72465,144.850373
3042,-37.736031,144.889072
3043,-37.68861,144.883628
3043,-37.706316,144.894885
3043,-37.68656,144.882698
3044,-37.727568,144.939122
3044,-37.739198,144.945722
3045,-37.668873,144.833931
3046,-37.704581,144.915758
3046,-37.707238,144.93832
3046,-37.71817,144.919959
3047,-37.680792,144.921009
3047,-37.673333,144.931141
3047,-37.690301,144.915729
3048,-37.651811,144.930466
3048,-37.64986,144.922104
3049,-37.667515,144.88529
3049,-37.700648,144.755896
3049,-37.673551,144.90086
3050,-37.798631,144.955627
3051,-37.905996,145.056254
3052,-37.796152,144.961351
3052,-37.788531,144.947731
3053,-37.784337,144.969747
3053,-37.778987,145.0026
3054,-37.784337,144.969747
3054,-37.780995,144.962792
3055,-37.772049,144.944635
3055,-37.762489,144.961176
3055,-37.763919,144.940314
3055,-37.713902,144.937112
3056,-37.764829,144.943778
3056,-37.759717,144.95137
3056,-37.760071,144.972291
3057,-37.76491,144.979567
3058,-37.733524,144.962837
3058,-37.743188,144.966279
3058,-37.730842,144.971699
3058,-37.720932,144.96131
3058,-37.748315,144.961827
3059,-37.642984,144.88872
3060,-37.759823,144.89571
3060,-37.709159,144.950411
3060,-37.705055,144.944577
3061,-37.643746,144.951369
3062,-37.642563,144.944259
3063,-37.629826,144.839244
3063,-37.589589,144.879406
3064,-37.598975,144.941287
3064,-37.542028,144.963579
3064,-37.529372,144.947106
3064,-37.560864,144.879078
3064,-37.636795,144.932604
3065,-37.800917,144.979165
3066,-37.800366,144.984149
3066,-37.789805,144.990796
3067,-37.801781,144.998752
3068,-37.788118,144.992067
3068,-37.7834,144.984688
3070,-37.769857,144.995276
3070,-37.779039,145.006746
3071,-37.75504,144.998589
3072,-37.742047,145.027716
3072,-37.738736,145.000515
3072,-37.743606,145.019624
3072,-37.743356,145.009123
3072,-37.736855,145.003005
3073,-37.694672,145.011907
3073,-37.716897,145.006985
3073,-37.722243,145.011124
3073,-37.723105,145.018195
3073,-37.714796,144.944655
3074,-37.680338,145.014287
3075,-37.665857,145.017194
3075,-37.673141,145.016634
3076,-37.638363,145.009493
3078,-37.780767,145.03116
3078,-37.776946,145.018479
3079,-37.76964,145.041425
3079,-37.77283,145.059401
3079,-37.723105,145.018195
3081,-37.751819,145.045449
3081,-37.742268,145.048873
3081,-37.74944,145.0414
3082,-37.667957,145.060693
3083,-37.70132,145.071967
3083,-37.714064,145.035103
3083,-37.721328,145.047012
3084,-37.744219,145.08793
3084,-37.762519,145.068208
3084,-37.756341,145.067145
3084,-37.742893,145.065044
3084,-37.739262,145.096424
3085,-37.726038,145.068457
3085,-37.736354,145.038518
3085,-37.727482,145.102309
3086,-37.721328,145.047012
3087,-37.712531,145.082098
3087,-37.698352,145.084586
3088,-37.709483,145.120135
3088,-37.704622,145.103024
3088,-37.690585,145.130847
3089,-37.642629,145.217595
3090,-37.671565,145.124024
3091,-37.639769,145.132663
3093,-37.730758,145.088118
3094,-37.715294,145.121583
3095,-37.71383,145.148537
3095,-37.69401,145.147506
3095,-37.703602,145.180636
3096,-37.670101,145.190928
3097,-37.697232,145.284134
3097,-37.692032,145.215528
3097,-37.67058,145.256526
3099,-37.587697,145.218156
3099,-37.625074,145.216671
3099,-37.640166,145.192477
3099,-37.610518,145.173559
3099,-37.53633,145.273454
3101,-37.808497,145.044922
